timestamp,X,CS,U
3750.0,"[51.27087521066454, 4.218030113568135, -175.464273278822, 0.7313284270693987, 0.2353671463696987, -0.3374997704682109]","[-112.80733793022509, 0.7682701099418199]","[0.45834095820145115, 0.45194478103538543, 0.4802983958584555, 0.999999995124821, 0.9500000048800379, 0.9999999951095848, 0.049999995109584354]"
3755.0,"[51.27084331459618, 4.2180098701181805, -177.1525027560755, 0.729232996099136, 0.2136045130292425, -0.30805538904331436]","[-109.39093189891638, 0.7598734437958616]","[0.45509423954401695, 0.451587338756211, 0.4821891690219736, 0.9999999951246281, 0.4500000048800378, 0.9999999951094154, 0.5499999951095845]"
3760.0,"[51.27081116558072, 4.217991650628985, -178.35956620498956, 0.7267912742678886, 0.21912180582131088, -0.13928362187916732]","[-108.38727679412912, 0.7591046845714585]","[0.451170976006392, 0.45115538119402776, 0.48176294052804275, 0.9999999951238997, -4.876099682756977e-09, 0.9999999951087751, 1.0000000048912243]"
3765.0,"[51.270778999097494, 4.217973359298236, -178.63667310945488, 0.7239869632807339, 0.23198661010481983, 0.037852095080282804]","[-109.02889056177725, 0.7602466114810276]","[0.4493512751989513, 0.45095501722102305, 0.48059208657687846, 0.9999999951230193, -4.876980089615505e-09, 0.9999999951080013, 1.0000000048919981]"
3770.0,"[51.270747002416904, 4.217954155800962, -178.13154295275288, 0.7211316103351201, 0.2423876852978062, 0.17129342604932601]","[-110.29329274399224, 0.7607776215219213]","[0.4499122956337137, 0.4510167752898942, 0.47973951402818593, 0.999999995122611, -4.877388572386922e-09, 0.9999999951076425, 1.000000004892357]"
3775.0,"[51.27071532186716, 4.217933587755704, -177.03714711718362, 0.7185371185249786, 0.25088190070764876, 0.27180001553863153]","[-112.0176453038495, 0.7610764211305338]","[0.45212289615086326, 0.4512601559190064, 0.4791333314253459, 0.9999999951227367, -4.877262641375272e-09, 0.9999999951077532, 1.0000000048922464]"
3780.0,"[51.2706840788982, 4.217911332723584, -175.4990760908712, 0.7164010722452093, 0.25761457227305834, 0.34574312569193144]","[-114.07799273638945, 0.7613118704982318]","[0.45516420358201953, 0.451594999984393, 0.47870039913620366, 0.9999999951225154, 0.049999995122737326, 0.9499999951077531, 1.0000000046932975]"
3785.0,"[51.270653349414005, 4.217887475863707, -173.78951543543334, 0.7148027806562278, 0.2567113227718228, 0.31536538751692966]","[-115.74025671071325, 0.7595022833890194]","[0.45837690650872126, 0.45194872320020574, 0.4789751221267187, 0.999999995118953, 0.5499999951227375, 0.654321011537286, 0.9500000046932975]"
3790.0,"[51.27062316216492, 4.217861653142986, -172.4357668478747, 0.7137138409310034, 0.27645127313599244, 0.19835735678892824]","[-118.55020162466194, 0.7653840559843121]","[0.45951498575894645, 0.4520740086007586, 0.47745186666531436, 0.9999999951196425, 1.0000000048803568, 0.9999999951092806, 0.4500000046932973]"
3795.0,"[51.27059334841504, 4.2178346252899175, -171.83978502600635, 0.7128559806928024, 0.25207190266890234, 0.016506488042450716]","[-117.95061200296084, 0.7561110324050415]","[0.4611868713421931, 0.4522581022405426, 0.47904005330787824, 0.9999999951198789, 1.0000000048801205, 0.9999999951095042, -4.89049523100249e-09]"
3800.0,"[51.27056334976093, 4.21781019981674, -172.14133274970558, 0.7122552758141757, 0.20858518969486614, -0.14288995513147051]","[-114.49356084763637, 0.7421693602441229]","[0.46328206886148693, 0.4524888273722008, 0.4827611498481101, 0.9466666617865456, 1.0000000047975788, 0.9499999951095042, 0.04999999510950474]"
3805.0,"[51.27053301388322, 4.217788427401903, -172.98426012609397, 0.7119208337738909, 0.20246154379894846, -0.1823338276819833]","[-112.83246267581443, 0.7401499512117565]","[0.4626785122041633, 0.4524223858937131, 0.48366601977623336, 0.8478193667099093, 0.9500000047975788, 0.9622322560339647, 0.5499999951095049]"
3810.0,"[51.270502595804004, 4.217766088932014, -173.80056370994964, 0.7114924425043988, 0.2457060666195902, -0.11455697521699239]","[-114.95929207867583, 0.7527236989191624]","[0.4595097250904171, 0.4520734620925993, 0.48026005842079866, 0.9754947086089844, 0.4500000047975786, 0.9999999951097176, 1.0000000048902817]"
3815.0,"[51.2704722849082, 4.217741348317147, -174.06110380518794, 0.7106921472338464, 0.2715603072741601, 0.028913957479554202]","[-116.79634108730487, 0.7608076817610949]","[0.4576650718161246, 0.4518703352290263, 0.47772118262493013, 0.9999999951198838, 0.05000000479757857, 0.9999999951095032, 0.9500000048902818]"
3820.0,"[51.27044207067747, 4.2177159686305705, -173.76352873407197, 0.7097235011956933, 0.26182213981856867, 0.06331047476574497]","[-116.60788048472034, 0.7564775482779692]","[0.4583218923072695, 0.4519426583666292, 0.47831613508008713, 0.9999999951194898, 0.5500000047975787, 0.9999999951091407, 0.45000000489028164]"
3825.0,"[51.27041184733788, 4.217691933555346, -173.67147406168215, 0.7088972339785168, 0.2270493498924232, -0.05821923363943483]","[-114.33889456951148, 0.7443699991462337]","[0.4599949659815801, 0.45212689773189874, 0.48114887552067986, 0.9999999951238874, 1.000000004876112, 0.9499999951091407, 0.05000000489028156]"
3830.0,"[51.27038148844335, 4.217669560733258, -174.18711323112967, 0.7082968717605106, 0.2349128428401037, -0.14035131222258265]","[-114.04442737169327, 0.7462362241790091]","[0.45911990074248293, 0.45203055022755206, 0.4809332584203379, 0.9851814644331959, 0.950000004876112, 0.8578745034369997, 0.5500000048902817]"
3835.0,"[51.270351129820405, 4.217645961016614, -174.82601783944887, 0.7075973118930327, 0.2759664133910236, -0.08701941287727452]","[-116.18873616043129, 0.7595073515892726]","[0.4564282671382574, 0.45173416150162987, 0.4776428778266858, 0.9691710725109245, 0.5500000048761119, 0.9499999951091941, 1.0000000048263162]"
3840.0,"[51.27032089242055, 4.217619565901426, -175.17881724921816, 0.7066022062423442, 0.3262799458207687, -0.06789440122037138]","[-119.21152809623425, 0.7782963965683973]","[0.45399745354267734, 0.45146648309134435, 0.4735293214184247, 0.9999999951192365, 1.0000000048807627, 0.8509967585429086, 0.9500000048263161]"
3845.0,"[51.270290834482836, 4.217589716971924, -175.5847862409272, 0.7053775019226879, 0.3655520431866443, -0.1104212575285649]","[-121.79992899364763, 0.7944719733864888]","[0.4517320954003615, 0.4512170349274414, 0.4697391253855655, 0.9999999951187069, 1.0000000048812925, 0.9999999951084205, 0.45000000482631597]"
3850.0,"[51.27026069847864, 4.217559678503385, -176.35835592477233, 0.7039417986052671, 0.33816479201600347, -0.2187350455955515]","[-119.73258498003948, 0.7809542127313517]","[0.45100318256720984, 0.4511367929026657, 0.4714441195696074, 0.9999999951182043, 1.0000000048817952, 0.9999999951079757, -4.892023770202465e-09]"
3855.0,"[51.270230163860006, 4.217533535248405, -177.70554215969744, 0.7024310094302391, 0.2899996470548515, -0.3229719638985092]","[-115.20686414308163, 0.7599402070565309]","[0.4493868009961186, 0.4509588658214972, 0.47533970188357694, 0.9466666617848709, 0.950000004881795, 0.9999999951074413, 0.04999999510797628]"
3860.0,"[51.27019919084382, 4.217511823285406, -179.30588025852745, 0.7007141641330834, 0.2587780048978064, -0.29015991499399574]","[-111.17394814063954, 0.7469714824781565]","[0.44542168868589865, 0.45052233636372024, 0.478036765251883, 0.5726692623433431, 0.4500000048817949, 0.9999999951076495, 0.5499999951079765]"
3865.0,"[51.270167955268484, 4.217492218108563, 179.54445909066663, 0.698547520549233, 0.26591708897382876, -0.13079384255021106]","[-110.36677682803236, 0.7474493539189102]","[0.4412153249324307, 0.45005920559806106, 0.47739865201996556, 0.9999999951217288, -4.878270565278342e-09, 0.9999999951068673, 1.0000000048931323]"
3870.0,"[51.27013667053336, 4.217472528388281, 179.31497910245747, 0.6959869638239093, 0.27649725619972104, 0.04853767073095979]","[-110.89078251379829, 0.7488982484281812]","[0.43976464696962775, 0.4498994729225052, 0.4764074413361364, 0.9999999951207846, -4.879214809960786e-09, 0.9999999951060374, 1.0000000048939621]"
3875.0,"[51.27010553722744, 4.217452034927759, 179.87745779999398, 0.6934203541535785, 0.2847387134103654, 0.18363972221672745]","[-112.05730703326293, 0.749605177722956]","[0.44114539531051244, 0.45005148666207956, 0.47577926506078505, 0.999999995120459, -4.879540501815224e-09, 0.9999999951057513, 1.0000000048942481]"
3880.0,"[51.27007471370965, 4.217430286098089, -178.9634999967316, 0.6912066400204288, 0.29198728997797524, 0.2837439670307046]","[-113.6973817766971, 0.7503487167424309]","[0.44446689152283386, 0.4504171814365614, 0.4754220870813765, 0.9466666617871256, 0.04999999512045947, 0.999999995105519, 1.0000000048944804]"
3885.0,"[51.27004434736117, 4.2174060741162975, -177.4800662865671, 0.6895720910593116, 0.3280283717314957, 0.2992655846385569]","[-117.54550267461357, 0.7636178896730536]","[0.44802829203781575, 0.4508092672914911, 0.4728562151097164, 0.5451332730784085, 0.5499999951204596, 0.999999995106548, 0.9500000048944804]"
3890.0,"[51.27001454219447, 4.217378338309606, -176.13578836061814, 0.6885192536052718, 0.34699985420644414, 0.20145084451434467]","[-120.45154540205395, 0.7710172899516937]","[0.45055090150979576, 0.4510869945876261, 0.47121033637721493, 0.9999999951174324, 1.000000004882567, 0.9999999951072478, 0.45000000489448033]"
3895.0,"[51.26998509829298, 4.217349701862106, -175.53704563178803, 0.6878602166274539, 0.31784389392381, 0.013819020390027983]","[-119.60429770333026, 0.7577442962658432]","[0.45255694102393407, 0.45130787875129147, 0.4732353087473505, 0.9999999951179706, 1.000000004882029, 0.9999999951077433, -4.89225612402119e-09]"
3900.0,"[51.269955551610764, 4.217324058731115, -175.86396533350018, 0.6874598194775573, 0.26907015081338836, -0.15220968032556115]","[-115.86941651049561, 0.7382409833210665]","[0.4537720671420256, 0.4514417095463637, 0.47739519774588984, 0.9999999951226113, 1.000000004877388, 0.9499999951077432, -4.703169520503536e-09]"
3905.0,"[51.26992571199505, 4.217301406247197, -176.84530113992258, 0.6871811206594713, 0.25711263169819826, -0.23651329374523322]","[-113.83003953915964, 0.7337062068495674]","[0.4522575560200508, 0.45127497512191017, 0.4785767031277495, 0.9999999951236028, 0.9500000048773881, 0.664107819249385, 0.04999999529683045]"
3910.0,"[51.269895584556814, 4.2172805254448384, -178.06426722017102, 0.6866824092271959, 0.23976505457842223, -0.22731306832412265]","[-111.38290631877392, 0.7273376193619163]","[0.44943668272204407, 0.45096441106518903, 0.47983466735654273, 0.999999995123263, 0.45000000487738795, 0.9999999951082158, 0.5499999952968306]"
3915.0,"[51.26986521779274, 4.217261288889849, -178.90770211676593, 0.6858208177340717, 0.24364137267486688, -0.07405959452570063]","[-110.59412660594816, 0.7278126905436069]","[0.4466504584602633, 0.4506576435814791, 0.47958738838085146, 0.99999999512263, -4.877369381388925e-09, 0.9999999951076592, 1.00000000489234]"
3920.0,"[51.2698348155048, 4.217241738946744, -178.88074155262055, 0.6846723682388995, 0.25554175139847496, 0.09370035358041262]","[-111.46508363136698, 0.7308062934442089]","[0.44639837443252806, 0.450629876305621, 0.47856109000438074, 0.9999999951220048, -4.8779947541583675e-09, 0.9999999951071097, 1.0000000048928896]"
3925.0,"[51.26980456613813, 4.2172211016751096, -178.11370387090662, 0.6835949777374648, 0.2650703035955301, 0.21975350662320386]","[-112.91125728971372, 0.7331878063880437]","[0.44864097977921263, 0.4508767797918638, 0.477868056287032, 0.9999999951219481, -4.878051375532623e-09, 0.9999999951070601, 1.0000000048929396]"
3930.0,"[51.269774618953065, 4.21719898520872, -176.79086083630875, 0.6829068948013797, 0.27247845044010066, 0.3125854704909603]","[-114.77705438038123, 0.7352593643888536]","[0.45242288906550426, 0.4512931645957552, 0.4774190779987046, 0.9999999951217446, 0.049999995121948596, 0.94999999510706, 1.0000000047801054]"
3935.0,"[51.269745074223806, 4.2171753717470954, -175.21477464780628, 0.6827817365381565, 0.2760827221219761, 0.2981461097509321]","[-116.52045421827559, 0.7364866388498442]","[0.45665562933520043, 0.4517591919254172, 0.47745883828889185, 0.999999995118371, 0.5499999951219487, 0.7572555888022265, 0.9500000047801055]"
3940.0,"[51.26971599559879, 4.217149446655408, -173.9227434236004, 0.6832318386972921, 0.2998830779426087, 0.18781991467576645]","[-119.59825822611458, 0.7461471743872085]","[0.4588888012474873, 0.452005044695365, 0.47559253381770095, 0.9999999951192661, 1.0000000048807334, 0.9999999951089428, 0.4500000047801053]"
3945.0,"[51.2696872033458, 4.217122326373158, -173.38380362679104, 0.6839743199236701, 0.27396437504157123, 0.0036540527139118715]","[-118.79209119942229, 0.7368021098686985]","[0.46111228880198635, 0.45224987072263473, 0.4773131926763804, 0.9999999951197512, 1.0000000048802482, 0.9999999951093812, -4.890618386456579e-09]"
3950.0,"[51.269658172474394, 4.217098004023463, -173.75534113628473, 0.6849488375779204, 0.22866402333938934, -0.15876582847279713]","[-115.0187252704896, 0.7221095108562836]","[0.462910059286832, 0.4524478506970505, 0.4811890539456877, 0.9930465559644137, 1.0000000048705748, 0.9499999951093812, 0.04999999510938166]"
3955.0,"[51.26962877052412, 4.2170761410829405, -174.73617627161818, 0.6860531582529499, 0.23338246131503762, -0.22258493480965236]","[-113.93766515959754, 0.7246628934879391]","[0.4612649065747529, 0.45226671941157953, 0.4812334658780883, 0.9999999951256533, 0.9500000048705749, 0.9900009388831469, 0.5499999951093818]"
3960.0,"[51.26959919182492, 4.21705329670172, -175.73865341072423, 0.6868534473290817, 0.2782924549458437, -0.14758153861989232]","[-115.99032951625722, 0.7410899733417179]","[0.4577122963099825, 0.4518755335909139, 0.4776398756839166, 0.9466666617923198, 0.5500000048705748, 0.9999999951094415, 1.000000004890558]"
3965.0,"[51.26956960250102, 4.217027222715886, -176.26244679107072, 0.687165189611847, 0.33965462384797906, -0.062195184034803855]","[-119.67939621544473, 0.766525447272038]","[0.45484234315451605, 0.451559496742995, 0.4725095160185495, 0.6594134431204061, 1.000000004880504, 0.9999999951091502, 0.9500000048905579]"
3970.0,"[51.269540088517395, 4.216997652739643, -176.5900224358485, 0.687130151043612, 0.3742540566858703, -0.09442002374084886]","[-121.97082072476931, 0.7824410159360562]","[0.4531980723865461, 0.4513784377024141, 0.4691927431502832, 0.999999995118903, 1.0000000048810964, 0.999999995108586, 0.45000000489055775]"
3975.0,"[51.26951045744503, 4.216967921015709, -177.29899042241465, 0.6868901337566938, 0.3461046437536949, -0.20951994262694576]","[-119.88385310101131, 0.7691595935045995]","[0.45233742472490457, 0.4512836903266346, 0.47092573278831873, 0.9999999951185359, 1.0000000048814635, 0.9999999951082634, -4.891736143137443e-09]"
3980.0,"[51.26948042309767, 4.216942099942861, -178.61308612882112, 0.6864822979023082, 0.29681200872392766, -0.3191434118116399]","[-115.25900619454472, 0.7479006042623353]","[0.4500563199957072, 0.4510325749115052, 0.4748490461151553, 0.9466666617852025, 0.9500000048814636, 0.9999999951077014, 0.04999999510826383]"
3985.0,"[51.26944994496238, 4.216920736859789, 179.79986682536685, 0.6857130834483827, 0.2649308133231929, -0.2882721465089811]","[-111.14331696324768, 0.7351127591467701]","[0.44523736724989477, 0.4505020363164227, 0.47753955646530977, 0.6932233849419867, 0.45000000488146347, 0.9999999951077815, 0.549999995108264]"
3990.0,"[51.2694191818875, 4.216901567825748, 178.67433461494596, 0.6843303683452412, 0.2695416413203456, -0.12319238047448255]","[-110.15008163393702, 0.7355003395275894]","[0.44057720324103233, 0.44998894421553004, 0.47709428393605036, 0.9999999951216875, -4.878311960736832e-09, 0.9999999951068309, 1.0000000048931685]"
3995.0,"[51.26938834029296, 4.216882348412674, 178.48450702064645, 0.6824575593232864, 0.28028747378789354, 0.056806926339475046]","[-110.717632400178, 0.7377732634352482]","[0.43925925916591363, 0.449843825569198, 0.47609401629337583, 0.9999999951206413, -4.879358028730962e-09, 0.9999999951059116, 1.000000004894088]"
4000.0,"[51.26935762150308, 4.216862279039144, 179.089270870049, 0.6805646006766085, 0.28865442968011346, 0.1922788129808716]","[-111.92468979138636, 0.7392493188823803]","[0.4412014119650383, 0.4500576506750323, 0.4754872813256591, 0.9999999951203454, -4.87965398246867e-09, 0.9999999951056516, 1.000000004894348]"
4005.0,"[51.269327182891345, 4.216840916693705, -179.70809803288014, 0.6790663829297808, 0.29600634444276713, 0.2924970346477275]","[-113.60027422966161, 0.7407772326251029]","[0.4453709167926137, 0.450516712372268, 0.47517269852633814, 0.946666661787012, 0.049999995120346065, 0.9999999951055301, 1.0000000048944695]"
4010.0,"[51.26929716268271, 4.21681704633195, -178.1825946711708, 0.6782270786511387, 0.3325309949554372, 0.3071386519623906]","[-117.51588292100298, 0.7553600683261665]","[0.45003783647106493, 0.45103051787519244, 0.472648623991244, 0.519999995120345, 0.5499999951203463, 0.9999999951067257, 0.9500000048944696]"
4015.0,"[51.26926765403965, 4.216789619638846, -176.79999491682352, 0.6780768473380154, 0.3509899233080384, 0.2085127053237989]","[-120.40617215282585, 0.7635326693466659]","[0.453514786682349, 0.4514133204037414, 0.4711144133080335, 0.9999999951178611, 1.0000000048821385, 0.9999999951076426, 0.4500000048944694]"
4020.0,"[51.269238469901005, 4.21676129638421, -176.1735097715063, 0.6783961686088862, 0.3214967403695005, 0.017535262518645383]","[-119.53094553348862, 0.7507206641963643]","[0.45587830232122206, 0.4516735625300967, 0.47316439883964456, 0.9999999951186033, 1.0000000048813962, 0.9999999951083257, -4.891673891346419e-09]"
4025.0,"[51.269209164782836, 4.21673598361951, -176.4882093174578, 0.6789639186124421, 0.27282745960559973, -0.15029365814751539]","[-115.7217603594818, 0.7317286556452521]","[0.45684110886229323, 0.4517796116730251, 0.4773175604319109, 0.999999995123367, 1.0000000048766324, 0.9499999951083257, 0.04999999510832616]"
4030.0,"[51.26917957411468, 4.216713055193886, -177.41575361827256, 0.6795669058874019, 0.2807271358945714, -0.211168860425068]","[-115.00264002942397, 0.7352679133519605]","[0.45461300196581245, 0.4515342921128951, 0.4769833756352449, 0.9466666617900336, 0.9500000048766324, 0.5499999951083253, 0.5499999951083263]"
4035.0,"[51.26914975661164, 4.2166897851215595, -178.3690040291845, 0.6798286704694395, 0.30749250882229173, -0.13905257841344754]","[-115.67389673268832, 0.7461358215325631]","[0.4515523776274418, 0.45119729243224355, 0.47490328429770345, 0.5199999951233666, 0.5500000048766324, 0.9999999951081451, 1.0000000048918545]"
4040.0,"[51.26911983097904, 4.216663809110469, -178.86237020653724, 0.679707794017898, 0.3752307621559999, -0.0710739660931073]","[-119.56155470231862, 0.7764024794633578]","[0.44939711960036044, 0.45095995017054397, 0.4694356158197105, 0.9777928547871768, 1.0000000048818174, 0.9999999951079402, 0.9500000048918543]"
4045.0,"[51.2690898959883, 4.21663359631157, -179.27923946897678, 0.6793744546334155, 0.4147640558952351, -0.1136706970100222]","[-122.13553281183022, 0.7959766778437144]","[0.4480059922967945, 0.4508067746586298, 0.46552431949866807, 0.9999999951177089, 1.0000000048822903, 0.9999999951075169, 0.45000000489185416]"
4050.0,"[51.26905980586353, 4.216603337774054, 179.9228688744543, 0.678873823936183, 0.38411614236620817, -0.22580488637217663]","[-119.87554607995884, 0.7800095381801639]","[0.44621492136994334, 0.45060957764011317, 0.46738844313071054, 0.9999999951174348, 1.0000000048825648, 0.9999999951072432, -4.892756279493784e-09]"
4055.0,"[51.269029389343224, 4.2165772619390935, 178.53206231988574, 0.6780768134301703, 0.3322264629189231, -0.3334071460466668]","[-115.13652956005332, 0.755091112101866]","[0.44198749299228685, 0.45014415696239996, 0.47140956047952115, 0.9466666617841014, 0.9500000048825648, 0.99999999510651, 0.04999999510724369]"
4060.0,"[51.268998629945344, 4.216555844240149, 176.87156921037538, 0.6766805334977476, 0.2995328414908142, -0.3026622948282011]","[-110.99398723298575, 0.7400111266368617]","[0.43496923224130585, 0.4493714663558459, 0.4740236438677618, 0.8914432946902362, 0.45000000488256464, 0.9999999951061896, 0.5499999951072438]"
4065.0,"[51.268967640181245, 4.2165368705889135, 175.69523782953587, 0.6744429360074935, 0.3005433017768018, -0.13027345275800353]","[-109.70516643193082, 0.7383762930737348]","[0.4288814647176241, 0.44870119528067604, 0.4737690332382228, 0.9999999951193822, -4.880617180244177e-09, 0.9999999951047982, 1.0000000048952011]"
4070.0,"[51.26893659050057, 4.216518034534104, 175.47793626170312, 0.6716088640002424, 0.3096674285654939, 0.05312608789283971]","[-110.14727239546012, 0.7395622911682703]","[0.42711773276300896, 0.4485069965633286, 0.47285151162577305, 0.9999999950434144, -4.956585221625533e-09, 0.9999999950380475, 1.0000000049619522]"
4075.0,"[51.26890568297574, 4.216498467411011, 176.07078801084947, 0.668762378859542, 0.3165220112668093, 0.19138784844919157]","[-111.25879400783224, 0.7398846551958351]","[0.4293409373998698, 0.4487517686488219, 0.4723988611975885, 0.9999999950432666, -4.956732960589453e-09, 0.9999999950379181, 1.0000000049620816]"
4080.0,"[51.268875075687525, 4.216477703557719, 177.274322366294, 0.666393177907807, 0.3221053290857701, 0.2946666975388693]","[-112.86050292516057, 0.7401565446495211]","[0.43437766766705793, 0.44930631622805994, 0.472287844845621, 0.9466666617099333, -4.816104182125969e-09, 0.9999999951032157, 1.0000000048967839]"
4085.0,"[51.26884488022473, 4.2164549770446325, 178.87705714461342, 0.6648291492112414, 0.3380408222359134, 0.34606592292361527]","[-115.6328743294955, 0.7458346969261188]","[0.4409233506518626, 0.4500269933663025, 0.47134027241206716, 0.8617858433995382, 0.04999999518389586, 0.9499999951032156, 0.9500000048967837]"
4090.0,"[51.26881516096077, 4.21643088091132, -179.44861328464415, 0.6642034796549698, 0.31598467635922967, 0.29582811150565386]","[-116.03045180244314, 0.7355355722734401]","[0.44708736535606036, 0.4507056750239152, 0.473320923476831, 0.999999995120035, 0.549999995183896, 0.8794683142472174, 0.45000000489678355]"
4095.0,"[51.26878580843496, 4.216407518604597, -178.32026993792707, 0.6643924117266677, 0.282654826465713, 0.12286279582894047]","[-114.97723310371829, 0.7220187169903148]","[0.45167104952757015, 0.45121037241159984, 0.4761923483880863, 0.9466666617867017, 0.9499999951838961, 0.9294683142472174, 0.0500000048967835]"
4100.0,"[51.26875654387638, 4.2163863379571085, -177.95885094279456, 0.6651319165127518, 0.2472774178154678, 0.0436466938322417]","[-112.50968216772435, 0.7096101660245657]","[0.45393891966730215, 0.4514601045106985, 0.47946429606247637, 0.6462865634521522, 0.44999999518389594, 0.99999999503972, 0.5500000048967837]"
4105.0,"[51.268727269811194, 4.216366046389883, -177.62069210617537, 0.6661202581906872, 0.2511596628803989, 0.12716333319157436]","[-112.8999765031218, 0.7118970252994624]","[0.4553703324448049, 0.45161770295252657, 0.4794068184742841, 0.9999999950455144, -4.954485393377744e-09, 0.9999999950398862, 1.0000000049601132]"
4110.0,"[51.26869810451404, 4.216344671795463, -176.69856429095282, 0.6672820286839798, 0.2620292727677459, 0.24627854585972586]","[-114.49764411806854, 0.7168853782800996]","[0.4584160574955939, 0.45195303038709395, 0.47871586371781516, 0.946666661712181, 0.04999999504551465, 0.9999999951082952, 1.0000000048917044]"
4115.0,"[51.268669240043764, 4.216320779819339, -175.3729869343779, 0.6688244463052199, 0.3019519608034043, 0.2738533715760894]","[-118.49406173286047, 0.733826359984775]","[0.4616255870332234, 0.45230636921852757, 0.47586193638172636, 0.519999995045514, 0.5499999950455148, 0.9999999951092885, 0.9500000048917043]"
4120.0,"[51.268640823837934, 4.216293287822169, -174.13621139297686, 0.6707543731578754, 0.3231534446870909, 0.1835791740421282]","[-121.42648326471638, 0.7445398430732549]","[0.46411233660594065, 0.4525801438358259, 0.4740508420199604, 0.9999999951203274, 1.000000004879672, 0.9999999951099188, 0.45000000489170416]"
4125.0,"[51.26861261879059, 4.216264843409424, -173.6214912769903, 0.6729333024928639, 0.2956777259081993, -0.0020170727545466114]","[-120.46241035043161, 0.7350269023662988]","[0.4664607154890998, 0.4528387197626314, 0.47587358096785676, 0.9999999951208659, 1.0000000048791335, 0.9999999951104069, -4.889592698985114e-09]"
4130.0,"[51.26858410387471, 4.216239332139912, -174.02422361138346, 0.6752803943404023, 0.2480649932740055, -0.16650216942217172]","[-116.52026709598182, 0.7194024269270723]","[0.46806060072758854, 0.4530149112225952, 0.4798245724574494, 0.9999999951256882, 1.0000000048743112, 0.9499999951104069, -4.7315577646399126e-09]"
4135.0,"[51.26855511321328, 4.216216742594275, -175.07371358943587, 0.6776546845904687, 0.23629824095854093, -0.2503731101722786]","[-114.33962065044115, 0.7176717426703578]","[0.4664463372723319, 0.4528371929313226, 0.48092969131475105, 0.9999999950466981, 0.9500000048743112, 0.7023788104536144, 0.049999995268442204]"
4140.0,"[51.268525685528054, 4.216195978516544, -176.36121973544005, 0.6796378058599934, 0.21902244203535393, -0.2395881414298016]","[-111.70332315384121, 0.7140576848331766]","[0.4634847773724853, 0.45251113867688497, 0.48217405605500396, 0.999999995046563, 0.4500000048743111, 0.9999999950408047, 0.5499999952684423]"
4145.0,"[51.26849588885659, 4.216176796248918, -177.25716690914174, 0.6810833927956685, 0.2245052122364275, -0.08244624240878227]","[-110.92627883041247, 0.717131214118715]","[0.4604215590788901, 0.4521738732257036, 0.4818025850875227, 0.9999999951257823, -4.8742172203170804e-09, 0.9999999951104296, 1.0000000048895699]"
4150.0,"[51.268465965029904, 4.216157211228937, -177.26512279233944, 0.6820635372623446, 0.23787189379890972, 0.08818662890304967]","[-111.83642683962084, 0.7223528962510648]","[0.4599814121529619, 0.4521253996824892, 0.48067474268108784, 0.999999995125095, -4.874904448369323e-09, 0.9999999951098256, 1.000000004890174]"
4155.0,"[51.26843611317209, 4.216136462838145, -176.52132763722582, 0.6829754982428585, 0.2486733446638754, 0.21598238535129288]","[-113.31349916706486, 0.7268383338448787]","[0.4622001200768415, 0.4523696709145843, 0.4798821482986807, 0.9999999951249963, -4.87500317891687e-09, 0.999999995109739, 1.0000000048902606]"
4160.0,"[51.26840648824264, 4.216114168579857, -175.21498278322983, 0.6841811392710382, 0.25718738149457626, 0.30973191978676295]","[-115.20116036963395, 0.7309235120956586]","[0.4660487313465783, 0.45279339820001535, 0.47933933107824656, 0.9999999951247457, 0.04999999512499679, 0.949999995109739, 1.0000000047449735]"
4165.0,"[51.268377189094224, 4.216090345794662, -173.65461064746927, 0.6858802076578081, 0.2597402139479765, 0.2933511445927169]","[-116.83249727906455, 0.7334143699154377]","[0.47046060635578546, 0.45327914819587256, 0.47941790301937154, 0.9999999951212802, 0.549999995124997, 0.7162504701660092, 0.9500000047449737]"
4170.0,"[51.26834828135394, 4.216064345096177, -172.3898830641992, 0.6880980279385562, 0.28306248167454634, 0.18287983155821916]","[-119.793632204564, 0.7440452033207949]","[0.47260251956599364, 0.4535149543545556, 0.4776546465570327, 0.999999995122221, 1.0000000048777784, 0.9999999951116533, 0.4500000047449736]"
4175.0,"[51.268319588277464, 4.2160371091327695, -171.87095898425952, 0.6905115022268604, 0.2583269311728517, 0.0008414792311906067]","[-118.98712530535992, 0.7372509329100769]","[0.4747745685048486, 0.45375411488561684, 0.4792225306157867, 0.9999999951226789, 1.0000000048773205, 0.9999999951120735, -4.887925937018573e-09]"
4180.0,"[51.26829054080099, 4.21601256353803, -172.25176553789902, 0.693071693419111, 0.21354453642401258, -0.1600238867700497]","[-115.23874931027109, 0.7252238559613029]","[0.4764979602223937, 0.4539439010841071, 0.4828773209456327, 0.9758418824755447, 1.0000000049506474, 0.9999999950412516, 0.04999999511207411]"
4185.0,"[51.26826100466642, 4.215990613760509, -173.2407982163629, 0.6956678125726808, 0.21507050556800678, -0.22324881493634885]","[-113.82075603797577, 0.7281545356687251]","[0.47459195669308607, 0.4537340534792269, 0.4832227459002829, 0.999999995128701, 0.9500000049506473, 0.9999999951129949, 0.5499999951120743]"
4190.0,"[51.26823125086201, 4.21596773997592, -174.2458780595133, 0.6989373569503587, 0.25973562325835664, -0.1469165161126864]","[-115.89536315160373, 0.745637997241396]","[0.5229112844241784, 0.46834305861572945, 0.4845791369909158, 0.9999999951231039, 0.4500000049506471, 0.9999999951124641, 1.0000000048875355]"
